  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.259E+015  1.118E-040  1.718E-041  1.573E-034  1.032E-028  2.638E-040  0.000E+000  7.808E-032  3.337E-031  2.486E-031  1.584E-040
   1.413E+015  1.530E-040  2.771E-041  2.356E-034  1.338E-028  4.427E-040  0.000E+000  9.722E-032  3.903E-031  3.695E-031  2.217E-040
   1.585E+015  2.109E-040  4.422E-041  3.497E-034  1.717E-028  7.419E-040  0.000E+000  1.202E-031  4.536E-031  5.540E-031  3.096E-040
   1.778E+015  2.898E-040  6.987E-041  5.141E-034  2.184E-028  1.244E-039  0.000E+000  1.478E-031  5.242E-031  8.368E-031  4.306E-040
   1.995E+015  3.943E-040  1.093E-040  7.491E-034  2.752E-028  2.087E-039  0.000E+000  1.806E-031  6.024E-031  1.271E-030  5.962E-040
   2.239E+015  5.290E-040  1.695E-040  1.082E-033  3.436E-028  3.506E-039  0.000E+000  2.197E-031  6.887E-031  1.940E-030  8.215E-040
   2.512E+015  6.990E-040  2.602E-040  1.548E-033  4.250E-028  5.888E-039  0.000E+000  2.661E-031  7.835E-031  2.973E-030  1.125E-039
   2.818E+015  9.097E-040  3.960E-040  2.197E-033  5.208E-028  9.883E-039  0.000E+000  3.209E-031  8.872E-031  4.569E-030  1.530E-039
   3.162E+015  1.167E-039  5.973E-040  3.091E-033  6.325E-028  1.657E-038  0.000E+000  3.857E-031  1.000E-030  7.040E-030  2.062E-039
   3.548E+015  1.476E-039  8.933E-040  4.313E-033  7.613E-028  2.767E-038  0.000E+000  4.622E-031  1.123E-030  1.086E-029  2.747E-039
   3.981E+015  1.844E-039  1.325E-039  5.970E-033  9.084E-028  4.599E-038  0.000E+000  5.525E-031  1.255E-030  1.674E-029  3.612E-039
   4.467E+015  2.277E-039  1.949E-039  8.196E-033  1.074E-027  7.595E-038  0.000E+000  6.590E-031  1.399E-030  2.572E-029  4.672E-039
   5.012E+015  2.782E-039  2.845E-039  1.116E-032  1.260E-027  1.245E-037  0.000E+000  7.849E-031  1.554E-030  3.929E-029  5.939E-039
   5.623E+015  3.368E-039  4.119E-039  1.509E-032  1.466E-027  2.021E-037  0.000E+000  9.336E-031  1.721E-030  5.951E-029  7.412E-039
   6.310E+015  4.045E-039  5.917E-039  2.025E-032  1.693E-027  3.250E-037  0.000E+000  1.109E-030  1.903E-030  8.918E-029  9.081E-039
   7.079E+015  4.823E-039  8.425E-039  2.697E-032  1.940E-027  5.181E-037  0.000E+000  1.317E-030  2.102E-030  1.320E-028  1.092E-038
   7.943E+015  5.705E-039  1.185E-038  3.570E-032  2.208E-027  8.194E-037  0.000E+000  1.562E-030  2.322E-030  1.926E-028  1.286E-038
   8.913E+015  6.669E-039  1.638E-038  4.697E-032  2.495E-027  1.289E-036  0.000E+000  1.854E-030  2.571E-030  2.770E-028  1.471E-038
   1.000E+016  7.641E-039  2.196E-038  6.155E-032  2.800E-027  2.025E-036  0.000E+000  2.211E-030  2.869E-030  3.929E-028  1.603E-038
   1.122E+016  8.518E-039  2.809E-038  8.061E-032  3.116E-027  3.220E-036  0.000E+000  2.677E-030  3.269E-030  5.488E-028  1.616E-038
   1.259E+016  9.374E-039  3.386E-038  1.063E-031  3.428E-027  5.332E-036  0.000E+000  3.344E-030  3.900E-030  7.512E-028  1.461E-038
   1.413E+016  1.090E-038  3.901E-038  1.428E-031  3.717E-027  9.664E-036  0.000E+000  4.425E-030  5.054E-030  9.966E-028  1.196E-038
   1.585E+016  1.449E-038  4.482E-038  1.993E-031  3.967E-027  1.985E-035  0.000E+000  6.717E-030  7.293E-030  1.267E-027  9.517E-039
   1.778E+016  2.200E-038  5.366E-038  2.940E-031  4.171E-027  4.527E-035  0.000E+000  1.358E-029  1.163E-029  1.545E-027  8.185E-039
   1.995E+016  3.757E-038  6.781E-038  4.610E-031  4.341E-027  1.126E-034  0.000E+000  3.819E-029  2.018E-029  1.840E-027  8.785E-039
   2.239E+016  8.206E-038  8.894E-038  7.622E-031  4.607E-027  3.120E-034  0.000E+000  1.335E-028  3.957E-029  2.230E-027  1.456E-038
   2.512E+016  2.941E-037  1.209E-037  1.342E-030  5.559E-027  1.003E-033  0.000E+000  5.547E-028  9.924E-029  3.013E-027  4.171E-038
   2.818E+016  1.668E-036  1.867E-037  2.716E-030  9.722E-027  3.927E-033  0.000E+000  2.838E-027  3.427E-028  5.334E-027  1.752E-037
   3.162E+016  1.040E-035  4.009E-037  7.237E-030  2.811E-026  1.911E-032  0.000E+000  1.696E-026  1.352E-027  1.318E-026  8.412E-037
   3.548E+016  5.787E-035  1.378E-036  2.661E-029  1.044E-025  1.112E-031  0.000E+000  1.043E-025  5.072E-027  4.047E-026  3.907E-036
   3.981E+016  2.732E-034  7.279E-036  1.218E-028  3.573E-025  6.998E-031  0.000E+000  5.986E-025  1.814E-026  1.428E-025  1.632E-035
   4.467E+016  1.078E-033  5.041E-035  5.962E-028  8.774E-025  4.307E-030  0.000E+000  2.981E-024  6.410E-026  5.520E-025  5.690E-035
   5.012E+016  3.778E-033  3.974E-034  2.852E-027  1.363E-024  2.509E-029  0.000E+000  1.247E-023  2.180E-025  2.113E-024  1.510E-034
   5.623E+016  1.343E-032  3.293E-033  1.310E-026  1.417E-024  1.420E-028  0.000E+000  4.463E-023  6.722E-025  6.746E-024  2.805E-034
   6.310E+016  5.010E-032  2.821E-032  5.857E-026  1.715E-024  8.015E-028  0.000E+000  1.443E-022  1.729E-024  1.811E-023  3.959E-034
   7.079E+016  1.951E-031  2.656E-031  2.565E-025  4.272E-024  4.555E-027  0.000E+000  4.463E-022  3.520E-024  4.240E-023  6.598E-034
   7.943E+016  1.191E-030  3.009E-030  1.115E-024  1.601E-023  2.691E-026  0.000E+000  1.453E-021  5.522E-024  9.405E-023  4.874E-033
   8.913E+016  2.008E-029  4.225E-029  5.430E-024  7.799E-023  1.976E-025  0.000E+000  9.747E-021  7.875E-024  3.008E-022  3.495E-031
   1.000E+017  1.060E-027  5.926E-028  3.016E-023  4.319E-022  1.560E-024  0.000E+000  1.460E-019  1.804E-023  3.070E-021  2.739E-029
   1.122E+017  3.283E-026  3.506E-027  8.767E-023  1.327E-021  5.909E-024  0.000E+000  1.104E-018  6.213E-023  2.646E-020  5.612E-028
   1.259E+017  2.980E-025  7.353E-027  1.067E-022  2.588E-021  1.075E-023  0.000E+000  3.229E-018  1.721E-022  9.146E-020  2.818E-027
   1.413E+017  8.798E-025  9.327E-027  8.784E-023  3.754E-021  1.508E-023  0.000E+000  4.170E-018  2.829E-022  1.314E-019  4.163E-027
   1.585E+017  9.879E-025  7.374E-027  4.894E-023  2.997E-021  1.432E-023  0.000E+000  2.605E-018  2.786E-022  8.590E-020  1.947E-027
   1.778E+017  4.874E-025  2.559E-027  1.279E-023  1.243E-021  6.630E-024  0.000E+000  7.998E-019  1.798E-022  2.719E-020  2.750E-028
   1.995E+017  1.308E-025  3.517E-028  1.397E-024  3.632E-022  1.397E-024  0.000E+000  1.171E-019  8.461E-023  5.020E-021  1.034E-029
   2.239E+017  2.673E-026  3.296E-029  1.091E-025  1.441E-022  2.483E-025  0.000E+000  8.230E-021  3.178E-023  1.202E-021  1.024E-031
   2.512E+017  5.244E-027  7.387E-030  2.119E-026  8.688E-023  1.192E-025  0.000E+000  4.863E-022  9.878E-024  6.612E-022  6.148E-033
   2.818E+017  9.226E-028  2.105E-030  5.403E-027  5.904E-023  7.815E-026  0.000E+000  1.445E-022  2.512E-024  5.031E-022  2.110E-033
   3.162E+017  1.273E-028  4.776E-031  1.126E-027  3.845E-023  4.675E-026  0.000E+000  8.048E-023  5.081E-025  3.997E-022  5.383E-034
   3.548E+017  1.402E-029  8.034E-032  1.776E-028  2.278E-023  2.422E-026  0.000E+000  4.207E-023  7.912E-026  3.020E-022  9.557E-035
   3.981E+017  1.627E-030  1.015E-032  2.141E-029  1.217E-023  1.114E-026  0.000E+000  1.956E-023  9.137E-027  2.093E-022  1.135E-035
   4.467E+017  3.313E-031  1.361E-033  2.825E-030  5.852E-024  6.102E-027  0.000E+000  7.640E-024  7.537E-028  1.257E-022  1.011E-036
   5.012E+017  9.366E-032  1.867E-034  3.850E-031  2.790E-024  3.854E-027  0.000E+000  2.890E-024  4.266E-029  7.482E-023  8.194E-038
   RADIUS      C6H3+       HC4NC+      HC4NC       HC5N        HC5N+       MgC3NH+     SiC4+       SiC4        C5O         C6H4+       



   RADIUS      HC5NH+      C6H4        C5O+        NC4N        HC4NCH+     C6H5+       H3C5N+      C6H5        SiC4H+      HC5O        
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  1.206E-039  5.195E-050  2.365E-046  7.279E-024  2.457E-049  3.041E-053  1.456E-044  1.183E-055  9.362E-036  3.250E-038
   1.259E+014  9.671E-039  1.569E-047  3.025E-044  1.010E-022  1.170E-047  1.789E-051  6.552E-044  2.993E-053  1.841E-034  1.785E-036
   1.413E+014  3.301E-038  2.990E-046  4.342E-043  4.297E-022  9.201E-047  1.349E-050  2.139E-043  6.743E-052  9.002E-034  1.488E-035
   1.585E+014  9.270E-038  1.854E-045  2.621E-042  1.135E-021  4.026E-046  4.335E-050  5.830E-043  5.406E-051  2.556E-033  5.979E-035
   1.778E+014  2.432E-037  6.465E-045  1.002E-041  2.328E-021  1.401E-045  9.036E-050  1.365E-042  2.538E-050  5.454E-033  1.644E-034
   1.995E+014  5.933E-037  1.617E-044  2.894E-041  4.088E-021  4.354E-045  1.494E-049  2.867E-042  8.701E-050  9.763E-033  3.589E-034
   2.239E+014  1.333E-036  3.297E-044  6.935E-041  6.476E-021  1.243E-044  2.197E-049  5.579E-042  2.416E-049  1.553E-032  6.741E-034
   2.512E+014  2.767E-036  5.905E-044  1.459E-040  9.533E-021  3.276E-044  3.082E-049  1.028E-041  5.655E-049  2.270E-032  1.144E-033
   2.818E+014  5.368E-036  9.712E-044  2.799E-040  1.329E-020  8.021E-044  4.295E-049  1.820E-041  1.130E-048  3.116E-032  1.814E-033
   3.162E+014  9.845E-036  1.508E-043  5.033E-040  1.779E-020  1.840E-043  6.050E-049  3.124E-041  1.946E-048  4.076E-032  2.755E-033
   3.548E+014  1.723E-035  2.250E-043  8.658E-040  2.304E-020  3.988E-043  8.638E-049  5.232E-041  2.952E-048  5.134E-032  4.074E-033
   3.981E+014  2.902E-035  3.258E-043  1.447E-039  2.907E-020  8.237E-043  1.245E-048  8.594E-041  4.063E-048  6.278E-032  5.941E-033
   4.467E+014  4.731E-035  4.610E-043  2.378E-039  3.590E-020  1.632E-042  1.801E-048  1.390E-040  5.242E-048  7.498E-032  8.608E-033
   5.012E+014  7.507E-035  6.406E-043  3.868E-039  4.356E-020  3.121E-042  2.604E-048  2.221E-040  6.525E-048  8.787E-032  1.245E-032
   5.623E+014  1.164E-034  8.767E-043  6.265E-039  5.207E-020  5.791E-042  3.752E-048  3.514E-040  8.018E-048  1.014E-031  1.799E-032
   6.310E+014  1.771E-034  1.185E-042  1.013E-038  6.147E-020  1.047E-041  5.382E-048  5.522E-040  9.893E-048  1.156E-031  2.604E-032
   7.079E+014  2.651E-034  1.584E-042  1.636E-038  7.177E-020  1.851E-041  7.685E-048  8.641E-040  1.239E-047  1.305E-031  3.770E-032
   7.943E+014  3.909E-034  2.100E-042  2.643E-038  8.303E-020  3.210E-041  1.092E-047  1.350E-039  1.586E-047  1.461E-031  5.464E-032
   8.913E+014  5.692E-034  2.767E-042  4.273E-038  9.527E-020  5.471E-041  1.545E-047  2.115E-039  2.075E-047  1.624E-031  7.931E-032
   1.000E+015  8.196E-034  3.635E-042  6.915E-038  1.085E-019  9.186E-041  2.176E-047  3.336E-039  2.769E-047  1.795E-031  1.154E-031
   1.122E+015  1.168E-033  4.782E-042  1.122E-037  1.229E-019  1.522E-040  3.077E-047  5.322E-039  3.759E-047  1.974E-031  1.688E-031
   1.259E+015  1.648E-033  6.342E-042  1.829E-037  1.383E-019  2.491E-040  4.414E-047  8.623E-039  5.170E-047  2.161E-031  2.486E-031
   1.413E+015  2.304E-033  8.561E-042  3.002E-037  1.549E-019  4.032E-040  6.508E-047  1.420E-038  7.184E-047  2.354E-031  3.695E-031
   1.585E+015  3.190E-033  1.188E-041  4.968E-037  1.727E-019  6.460E-040  9.884E-047  2.372E-038  1.007E-046  2.552E-031  5.540E-031
   1.778E+015  4.375E-033  1.703E-041  8.288E-037  1.917E-019  1.024E-039  1.541E-046  3.986E-038  1.427E-046  2.754E-031  8.368E-031
   1.995E+015  5.943E-033  2.517E-041  1.392E-036  2.121E-019  1.609E-039  2.446E-046  6.684E-038  2.044E-046  2.956E-031  1.271E-030
   2.239E+015  7.999E-033  3.803E-041  2.351E-036  2.339E-019  2.503E-039  3.930E-046  1.111E-037  2.971E-046  3.158E-031  1.940E-030
   2.512E+015  1.067E-032  5.818E-041  3.990E-036  2.571E-019  3.858E-039  6.363E-046  1.823E-037  4.385E-046  3.359E-031  2.973E-030
   2.818E+015  1.410E-032  8.937E-041  6.794E-036  2.818E-019  5.894E-039  1.036E-045  2.949E-037  6.579E-046  3.556E-031  4.570E-030
   3.162E+015  1.848E-032  1.372E-040  1.160E-035  3.081E-019  8.923E-039  1.695E-045  4.701E-037  1.003E-045  3.751E-031  7.040E-030
   3.548E+015  2.401E-032  2.102E-040  1.986E-035  3.360E-019  1.339E-038  2.781E-045  7.396E-037  1.554E-045  3.945E-031  1.086E-029
   3.981E+015  3.095E-032  3.209E-040  3.402E-035  3.656E-019  1.994E-038  4.575E-045  1.150E-036  2.441E-045  4.140E-031  1.674E-029
   4.467E+015  3.958E-032  4.887E-040  5.818E-035  3.970E-019  2.944E-038  7.529E-045  1.769E-036  3.879E-045  4.340E-031  2.572E-029
   5.012E+015  5.022E-032  7.426E-040  9.905E-035  4.301E-019  4.312E-038  1.238E-044  2.699E-036  6.224E-045  4.553E-031  3.929E-029
   5.623E+015  6.324E-032  1.127E-039  1.675E-034  4.651E-019  6.268E-038  2.027E-044  4.088E-036  1.007E-044  4.786E-031  5.952E-029
   6.310E+015  7.902E-032  1.709E-039  2.808E-034  5.019E-019  9.036E-038  3.301E-044  6.154E-036  1.639E-044  5.054E-031  8.919E-029
   7.079E+015  9.793E-032  2.588E-039  4.649E-034  5.407E-019  1.291E-037  5.334E-044  9.211E-036  2.685E-044  5.372E-031  1.320E-028
   7.943E+015  1.201E-031  3.915E-039  7.581E-034  5.814E-019  1.823E-037  8.525E-044  1.372E-035  4.438E-044  5.774E-031  1.926E-028
   8.913E+015  1.451E-031  5.908E-039  1.212E-033  6.241E-019  2.529E-037  1.341E-043  2.038E-035  7.445E-044  6.346E-031  2.771E-028
   1.000E+016  1.713E-031  8.889E-039  1.887E-033  6.687E-019  3.402E-037  2.061E-043  3.047E-035  1.283E-043  7.330E-031  3.929E-028
   1.122E+016  1.962E-031  1.333E-038  2.818E-033  7.153E-019  4.364E-037  3.076E-043  4.728E-035  2.308E-043  9.283E-031  5.488E-028
   1.259E+016  2.196E-031  1.995E-038  3.951E-033  7.640E-019  5.277E-037  4.462E-043  8.172E-035  4.388E-043  1.307E-030  7.510E-028
   1.413E+016  2.485E-031  2.989E-038  5.059E-033  8.149E-019  6.094E-037  6.429E-043  1.683E-034  8.839E-043  1.934E-030  9.959E-028
   1.585E+016  2.962E-031  4.521E-038  5.828E-033  8.684E-019  7.010E-037  9.649E-043  3.995E-034  1.867E-042  2.810E-030  1.265E-027
   1.778E+016  3.730E-031  7.003E-038  6.115E-033  9.255E-019  8.382E-037  1.621E-042  1.043E-033  4.097E-042  3.985E-030  1.540E-027
   1.995E+016  4.803E-031  1.140E-037  6.050E-033  9.884E-019  1.053E-036  3.408E-042  3.156E-033  9.416E-042  5.898E-030  1.829E-027
   2.239E+016  6.213E-031  2.106E-037  5.877E-033  1.064E-018  1.359E-036  1.055E-041  1.150E-032  2.370E-041  1.047E-029  2.206E-027
   2.512E+016  8.552E-031  5.412E-037  6.061E-033  1.169E-018  1.784E-036  5.051E-041  4.841E-032  7.317E-041  2.477E-029  2.963E-027
   2.818E+016  1.455E-030  2.414E-036  7.938E-033  1.336E-018  2.559E-036  2.954E-040  2.191E-031  3.236E-040  6.724E-029  5.222E-027
   3.162E+016  3.299E-030  1.612E-035  1.506E-032  1.611E-018  4.757E-036  1.666E-039  1.024E-030  1.955E-039  1.649E-028  1.287E-026
   3.548E+016  9.491E-030  1.133E-034  3.940E-032  2.010E-018  1.260E-035  8.910E-039  4.425E-030  1.284E-038  3.702E-028  3.933E-026
   3.981E+016  3.145E-029  6.436E-034  1.393E-031  2.470E-018  4.402E-035  4.824E-038  1.447E-029  8.322E-038  8.539E-028  1.378E-025
   4.467E+016  1.067E-028  2.521E-033  6.540E-031  2.851E-018  1.713E-034  2.436E-037  3.083E-029  5.318E-037  2.011E-027  5.265E-025
   5.012E+016  3.503E-028  6.364E-033  3.654E-030  3.010E-018  6.459E-034  9.399E-037  3.810E-029  3.108E-036  4.414E-027  1.982E-024
   5.623E+016  1.090E-027  1.059E-032  1.940E-029  2.879E-018  2.082E-033  2.235E-036  2.534E-029  1.450E-035  7.895E-027  6.151E-024
   6.310E+016  3.166E-027  1.326E-032  9.576E-029  2.516E-018  5.156E-033  3.098E-036  1.097E-029  4.881E-035  1.040E-026  1.588E-023
   7.079E+016  9.038E-027  1.502E-032  4.739E-028  2.030E-018  9.945E-033  3.527E-036  4.528E-030  1.205E-034  9.867E-027  3.551E-023
   7.943E+016  2.982E-026  2.012E-032  2.726E-027  1.517E-018  1.961E-032  1.020E-035  3.783E-030  2.457E-034  7.716E-027  7.573E-023
   8.913E+016  1.523E-025  1.216E-031  2.512E-026  1.043E-018  5.819E-032  2.342E-034  9.359E-030  6.323E-034  1.203E-026  2.503E-022
   1.000E+017  9.795E-025  6.460E-030  6.458E-025  6.499E-019  2.566E-031  1.500E-032  5.365E-029  1.398E-032  5.004E-026  2.714E-021
   1.122E+017  3.130E-024  1.712E-028  1.129E-023  3.605E-019  6.621E-031  3.199E-031  2.077E-028  5.587E-031  1.993E-025  2.351E-020
   1.259E+017  4.646E-024  1.172E-027  6.695E-023  1.740E-019  6.985E-031  1.631E-030  4.110E-028  7.132E-030  4.491E-025  8.259E-020
   1.413E+017  5.022E-024  2.353E-027  1.476E-022  7.133E-020  4.516E-031  2.300E-030  4.569E-028  3.138E-029  4.869E-025  1.226E-019
   1.585E+017  3.424E-024  1.579E-027  1.364E-022  2.413E-020  1.726E-031  9.729E-031  2.413E-028  6.144E-029  2.592E-025  8.301E-020
   1.778E+017  1.049E-024  3.941E-028  5.716E-023  6.521E-021  2.633E-032  1.258E-031  5.036E-029  6.849E-029  6.659E-026  2.671E-020
   1.995E+017  1.335E-025  5.648E-029  1.322E-023  1.358E-021  1.395E-033  1.079E-032  3.630E-030  5.224E-029  7.633E-027  4.702E-021
   2.239E+017  1.292E-026  1.522E-029  3.779E-024  2.091E-022  4.279E-035  4.135E-033  7.968E-032  2.981E-029  3.492E-028  9.728E-022
   2.512E+017  3.013E-027  5.916E-030  2.387E-024  2.275E-023  2.591E-036  1.793E-033  5.173E-034  1.301E-029  5.942E-030  4.986E-022
   2.818E+017  8.467E-028  1.862E-030  2.021E-024  1.660E-024  1.611E-037  5.861E-034  2.414E-036  4.297E-030  4.198E-032  3.720E-022
   3.162E+017  1.890E-028  4.343E-031  1.742E-024  7.666E-026  6.452E-039  1.397E-034  6.553E-038  1.044E-030  5.955E-034  2.925E-022
   3.548E+017  3.138E-029  7.202E-032  1.399E-024  2.101E-027  1.663E-040  2.346E-035  1.851E-039  1.794E-031  2.142E-034  2.195E-022
   3.981E+017  3.959E-030  8.139E-033  1.013E-024  3.178E-029  3.646E-042  2.661E-036  3.427E-041  2.081E-032  1.090E-034  1.508E-022
   4.467E+017  5.873E-031  7.139E-034  6.188E-025  2.446E-031  1.559E-043  2.120E-037  3.241E-043  1.655E-033  4.904E-035  8.586E-023
   5.012E+017  9.346E-032  5.769E-035  3.720E-025  8.925E-034  9.152E-045  1.508E-038  4.300E-045  1.111E-034  2.199E-035  4.680E-023
   RADIUS      HC5NH+      C6H4        C5O+        NC4N        HC4NCH+     C6H5+       H3C5N+      C6H5        SiC4H+      HC5O        



   RADIUS      HC5O+       NC4NH+      HCCCHCHCN   H2CCHC3N+   HCCCHCHCN+  H2CCHC3N    C6H6+       HCCCHCHCNH+ C6H6        HC5OH+      
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  2.411E-044  5.645E-030  6.778E-038  2.640E-056  2.708E-046  4.968E-048  1.814E-058  4.815E-044  1.069E-049  1.892E-036
   1.259E+014  3.014E-042  1.631E-028  6.301E-036  3.189E-054  5.624E-044  2.754E-046  1.304E-055  1.001E-041  3.174E-047  3.414E-035
   1.413E+014  4.252E-041  1.087E-027  6.668E-035  5.197E-053  1.036E-042  2.813E-045  4.340E-054  1.845E-040  5.819E-046  1.616E-034
   1.585E+014  2.533E-040  3.986E-027  2.885E-034  3.932E-052  6.909E-042  1.520E-044  4.018E-053  1.229E-039  3.446E-045  4.409E-034
   1.778E+014  9.588E-040  1.059E-026  7.862E-034  2.003E-051  2.684E-041  5.943E-044  1.885E-052  4.769E-039  1.133E-044  8.925E-034
   1.995E+014  2.748E-039  2.304E-026  1.637E-033  8.057E-051  7.545E-041  1.912E-043  5.863E-052  1.338E-038  2.634E-044  1.508E-033
   2.239E+014  6.542E-039  4.378E-026  2.880E-033  2.767E-050  1.719E-040  5.394E-043  1.397E-051  3.044E-038  4.930E-044  2.282E-033
   2.512E+014  1.368E-038  7.557E-026  4.531E-033  8.504E-050  3.394E-040  1.389E-042  2.783E-051  6.001E-038  8.037E-044  3.242E-033
   2.818E+014  2.612E-038  1.214E-025  6.603E-033  2.413E-049  6.053E-040  3.359E-042  4.905E-051  1.069E-037  1.200E-043  4.470E-033
   3.162E+014  4.676E-038  1.846E-025  9.107E-033  6.475E-049  1.002E-039  7.788E-042  7.946E-051  1.767E-037  1.698E-043  6.116E-033
   3.548E+014  8.008E-038  2.687E-025  1.206E-032  1.673E-048  1.569E-039  1.760E-041  1.216E-050  2.764E-037  2.326E-043  8.410E-033
   3.981E+014  1.332E-037  3.775E-025  1.548E-032  4.228E-048  2.352E-039  3.934E-041  1.789E-050  4.138E-037  3.126E-043  1.167E-032
   4.467E+014  2.177E-037  5.150E-025  1.940E-032  1.058E-047  3.409E-039  8.784E-041  2.568E-050  5.987E-037  4.155E-043  1.634E-032
   5.012E+014  3.522E-037  6.855E-025  2.385E-032  2.651E-047  4.810E-039  1.978E-040  3.624E-050  8.427E-037  5.486E-043  2.301E-032
   5.623E+014  5.667E-037  8.940E-025  2.887E-032  6.701E-047  6.638E-039  4.523E-040  5.055E-050  1.160E-036  7.205E-043  3.249E-032
   6.310E+014  9.100E-037  1.146E-024  3.450E-032  1.722E-046  8.997E-039  1.056E-039  6.992E-050  1.568E-036  9.421E-043  4.591E-032
   7.079E+014  1.460E-036  1.446E-024  4.081E-032  4.523E-046  1.202E-038  2.527E-039  9.605E-050  2.087E-036  1.227E-042  6.491E-032
   7.943E+014  2.343E-036  1.802E-024  4.791E-032  1.218E-045  1.586E-038  6.211E-039  1.311E-049  2.745E-036  1.590E-042  9.186E-032
   8.913E+014  3.760E-036  2.220E-024  5.593E-032  3.370E-045  2.072E-038  1.567E-038  1.780E-049  3.575E-036  2.052E-042  1.304E-031
   1.000E+015  6.042E-036  2.708E-024  6.513E-032  9.554E-045  2.689E-038  4.043E-038  2.404E-049  4.623E-036  2.637E-042  1.864E-031
   1.122E+015  9.733E-036  3.274E-024  7.594E-032  2.765E-044  3.476E-038  1.060E-037  3.228E-049  5.953E-036  3.374E-042  2.693E-031
   1.259E+015  1.575E-035  3.927E-024  8.917E-032  8.097E-044  4.492E-038  2.793E-037  4.314E-049  7.666E-036  4.307E-042  3.939E-031
   1.413E+015  2.566E-035  4.678E-024  1.062E-031  2.366E-043  5.839E-038  7.273E-037  5.748E-049  9.926E-036  5.507E-042  5.821E-031
   1.585E+015  4.215E-035  5.537E-024  1.292E-031  6.791E-043  7.686E-038  1.843E-036  7.665E-049  1.301E-035  7.093E-042  8.648E-031
   1.778E+015  6.979E-035  6.517E-024  1.615E-031  1.888E-042  1.032E-037  4.493E-036  1.028E-048  1.740E-035  9.250E-042  1.288E-030
   1.995E+015  1.163E-034  7.631E-024  2.075E-031  5.039E-042  1.420E-037  1.046E-035  1.394E-048  2.385E-035  1.226E-041  1.923E-030
   2.239E+015  1.950E-034  8.894E-024  2.726E-031  1.287E-041  2.006E-037  2.331E-035  1.917E-048  3.353E-035  1.654E-041  2.876E-030
   2.512E+015  3.283E-034  1.032E-023  3.640E-031  3.143E-041  2.897E-037  4.967E-035  2.680E-048  4.823E-035  2.270E-041  4.311E-030
   2.818E+015  5.547E-034  1.194E-023  4.910E-031  7.348E-041  4.256E-037  1.015E-034  3.809E-048  7.054E-035  3.163E-041  6.470E-030
   3.162E+015  9.400E-034  1.375E-023  6.658E-031  1.648E-040  6.323E-037  1.992E-034  5.496E-048  1.043E-034  4.464E-041  9.711E-030
   3.548E+015  1.596E-033  1.579E-023  9.052E-031  3.551E-040  9.455E-037  3.757E-034  8.035E-048  1.553E-034  6.370E-041  1.454E-029
   3.981E+015  2.712E-033  1.809E-023  1.232E-030  7.360E-040  1.419E-036  6.815E-034  1.188E-047  2.319E-034  9.172E-041  2.165E-029
   4.467E+015  4.600E-033  2.066E-023  1.678E-030  1.464E-039  2.132E-036  1.188E-033  1.771E-047  3.469E-034  1.330E-040  3.196E-029
   5.012E+015  7.768E-033  2.353E-023  2.287E-030  2.797E-039  3.207E-036  1.989E-033  2.658E-047  5.191E-034  1.936E-040  4.661E-029
   5.623E+015  1.303E-032  2.674E-023  3.119E-030  5.140E-039  4.826E-036  3.206E-033  4.007E-047  7.772E-034  2.827E-040  6.697E-029
   6.310E+015  2.166E-032  3.031E-023  4.259E-030  9.094E-039  7.269E-036  4.983E-033  6.053E-047  1.164E-033  4.131E-040  9.457E-029
   7.079E+015  3.555E-032  3.426E-023  5.823E-030  1.551E-038  1.095E-035  7.484E-033  9.137E-047  1.745E-033  6.028E-040  1.310E-028
   7.943E+015  5.752E-032  3.856E-023  7.971E-030  2.551E-038  1.649E-035  1.089E-032  1.374E-046  2.614E-033  8.766E-040  1.773E-028
   8.913E+015  9.143E-032  4.312E-023  1.092E-029  4.047E-038  2.471E-035  1.541E-032  2.046E-046  3.905E-033  1.268E-039  2.331E-028
   1.000E+016  1.423E-031  4.769E-023  1.498E-029  6.163E-038  3.659E-035  2.126E-032  2.986E-046  5.799E-033  1.821E-039  2.931E-028
   1.122E+016  2.161E-031  5.186E-023  2.054E-029  8.918E-038  5.281E-035  2.872E-032  4.195E-046  8.535E-033  2.586E-039  3.425E-028
   1.259E+016  3.203E-031  5.549E-023  2.820E-029  1.207E-037  7.286E-035  3.820E-032  5.516E-046  1.249E-032  3.617E-039  3.570E-028
   1.413E+016  4.680E-031  5.954E-023  3.881E-029  1.509E-037  9.458E-035  5.035E-032  6.592E-046  1.858E-032  4.968E-039  3.206E-028
   1.585E+016  6.858E-031  6.685E-023  5.374E-029  1.755E-037  1.159E-034  6.608E-032  7.179E-046  2.913E-032  6.736E-039  2.511E-028
   1.778E+016  1.013E-030  8.030E-023  7.521E-029  1.953E-037  1.380E-034  8.659E-032  7.674E-046  4.900E-032  9.202E-039  1.871E-028
