 306 CN          N2+         N2          CN+                   1.00E-10   -0.5       0.0
 307 CO+         CO2         CO2+        CO                    1.00E-09    0.0       0.0
 308 CO+         H2CO        H2CO+       CO                    1.35E-09   -0.5       0.0
 309 CO+         H2S         H2S+        CO                    2.44E-09   -0.5       0.0
 310 CO+         HCO         HCO+        CO                    7.40E-10   -0.5       0.0
 311 CO+         NO          NO+         CO                    3.30E-10    0.0       0.0
 312 CO+         O2          O2+         CO                    1.20E-10    0.0       0.0
 313 CO+         S           S+          CO                    1.10E-09    0.0       0.0
 314 CO2+        OCS         OCS+        CO2                   9.60E-10    0.0       0.0
 315 CO2+        SO2         SO2+        CO2                   1.50E-09   -0.5       0.0
 316 CO          N2+         N2          CO+                   7.40E-11    0.0       0.0
 317 CS+         Fe          Fe+         CS                    1.70E-10    0.0       0.0
 318 Cl+         H           Cl          H+                    6.20E-11    0.8    6920.0
 319 Cl          H+          Cl+         H                     9.30E-11    0.7     232.0
 320 H+          C10         C10+        H                     2.76E-09    0.0       0.0
 321 H+          C10H2       C10H2+      H                     2.00E-09    0.0       0.0
 322 H+          C10H        C10H+       H                     3.98E-08   -0.5       0.0
 323 H+          C2          C2+         H                     3.10E-09    0.0       0.0
 324 H+          C2H2        C2H2+       H                     5.40E-10    0.0       0.0
 325 H+          C2H3        C2H3+       H                     2.00E-09   -0.5       0.0
 326 H+          C2H4        C2H4+       H                     1.00E-09    0.0       0.0
 327 H+          C2H5        C2H3+       H2          H         3.06E-09    0.0       0.0
 328 H+          C2H5OH      C2H5OH+     H                     3.00E-09   -0.5       0.0
 329 H+          C2H         C2H+        H                     1.50E-09    0.0       0.0
 330 H+          C2N         C2N+        H                     4.00E-09    0.0       0.0
 331 H+          C2O         C2O+        H                     1.00E-09   -0.5       0.0
 332 H+          C2S         C2S+        H                     1.00E-09   -0.5       0.0
 333 H+          C3          C3+         H                     4.00E-09    0.0       0.0
 334 H+          C3H2        C3H2+       H                     2.00E-09   -0.5       0.0
 335 H+          C3H         C3H+        H                     2.00E-09   -0.5       0.0
 336 H+          C3O         C3O+        H                     1.00E-09   -0.5       0.0
 337 H+          C3S         C3S+        H                     1.00E-09   -0.5       0.0
 338 H+          C4          C4+         H                     4.00E-09    0.0       0.0
 339 H+          C4H3        C4H3+       H                     2.00E-09    0.0       0.0
 340 H+          C4H         C4H+        H                     2.00E-09   -0.5       0.0
 341 H+          C4P         C4P+        H                     1.00E-09   -0.5       0.0
 342 H+          C4S         C4S+        H                     1.00E-09   -0.5       0.0
 343 H+          C5          C5+         H                     4.00E-09    0.0       0.0
 344 H+          C5H2        C5H2+       H                     2.50E-09   -0.5       0.0
 345 H+          C5H         C5H+        H                     3.00E-09   -0.5       0.0
 346 H+          C6          C6+         H                     4.00E-09    0.0       0.0
 347 H+          C6H2        C6H2+       H                     2.00E-09   -0.5       0.0
 348 H+          C6H         C6H+        H                     2.00E-09   -0.5       0.0
 349 H+          C7          C7+         H                     4.00E-09    0.0       0.0
 350 H+          C7H2        C7H2+       H                     2.50E-09   -0.5       0.0
 351 H+          C7H         C7H+        H                     3.00E-09   -0.5       0.0
 352 H+          C8          C8+         H                     4.00E-09    0.0       0.0
 353 H+          C8H2        C8H2+       H                     2.00E-09   -0.5       0.0
 354 H+          C8H         C8H+        H                     2.00E-09   -0.5       0.0
 355 H+          C9          C9+         H                     4.00E-09    0.0       0.0
 356 H+          C9H2        C9H2+       H                     2.50E-09   -0.5       0.0
 357 H+          C9H         C9H+        H                     3.50E-09   -0.5       0.0
 358 H+          CCP         CCP+        H                     1.00E-09   -0.5       0.0
 359 H+          CH2         CH2+        H                     1.40E-09    0.0       0.0
 360 H+          CH2CCH      C3H3+       H                     2.00E-09   -0.5       0.0
 361 H+          CH2CN       CH2CN+      H                     6.30E-09   -0.5       0.0
 362 H+          CH3         CH3+        H                     3.40E-09    0.0       0.0
 363 H+          CH3C4H      CH3C4H+     H                     2.00E-09    0.0       0.0
 364 H+          CH3C6H      C7H4+       H                     2.00E-09    0.0       0.0
 365 H+          CH3CCH      C3H4+       H                     2.00E-09    0.0       0.0
 366 H+          CH3CHO      CH3CHO+     H                     3.60E-09   -0.5       0.0
 367 H+          CH3CN       CH3CN+      H                     8.40E-09   -0.5       0.0
 368 H+          CH3COCH3    CH3COCH3+   H                     4.00E-09   -0.5       0.0
 369 H+          CH3OCH3     CH3OCH3+    H                     2.00E-09   -0.5       0.0
 370 H+          CH3OH       CH3OH+      H                     5.90E-10   -0.5       0.0
 371 H+          CH4         CH4+        H                     1.50E-09    0.0       0.0
 372 H+          CH          CH+         H                     1.90E-09   -0.5       0.0
 373 H+          CP          CP+         H                     1.00E-09    0.0       0.0
 374 H+          CS          CS+         H                     4.90E-09   -0.5       0.0
 375 H+          Fe          Fe+         H                     7.40E-09    0.0       0.0
 376 H+          H2CO        H2CO+       H                     2.96E-09   -0.5       0.0
 377 H+          H2CS        H2CS+       H                     4.70E-09   -0.5       0.0
